sample_id,lfdn,lfdn_key,source_var,response_text_raw,response_text,n_words,n_chars,stratum,response_freq,sample_seed,pre001,ostwest,sup057
gles_mip_v1_0333,6656,6656,pre020s,Energiekrise,Energiekrise,1,12,single_word,4,2025,female,East Germany,6
gles_mip_v1_0334,6189,6189,pre020s,Wirtschaft,Wirtschaft,1,10,single_word,1133,2025,male,West Germany,6
gles_mip_v1_0335,5622,5622,pre020s,Migration,Migration,1,9,single_word,1128,2025,male,East Germany,3
gles_mip_v1_0336,6809,6809,pre020s,Steuern und Ausländer,Steuern und Ausländer,3,21,short_phrase,1,2025,female,West Germany,4
gles_mip_v1_0337,3611,3611,pre020s,"Wirtschaftsrückgang, keine progression","Wirtschaftsrückgang, keine progression",3,38,short_phrase,1,2025,male,West Germany,8
gles_mip_v1_0338,2194,2194,pre020s,Ukraine,Ukraine,1,7,single_word,13,2025,female,West Germany,6
gles_mip_v1_0339,2044,2044,pre020s,schwache Wirtschaft,schwache Wirtschaft,2,19,short_phrase,9,2025,male,East Germany,4
gles_mip_v1_0340,2542,2542,pre020s,wirtschaft,wirtschaft,1,10,single_word,1133,2025,male,West Germany,6
gles_mip_v1_0341,4080,4080,pre020s,Wirtschaft,Wirtschaft,1,10,single_word,1133,2025,female,West Germany,7
gles_mip_v1_0342,8594,8594,pre020s,Wirtschaft,Wirtschaft,1,10,single_word,1133,2025,female,East Germany,5
gles_mip_v1_0343,2124,2124,pre020s,Unklarheit der Prioritäten: sozial vs. wirtschaftlich,Unklarheit der Prioritäten: sozial vs. wirtschaftlich,6,53,elaborated,1,2025,male,West Germany,5
gles_mip_v1_0344,794,794,pre020s,Zuviel Einflußnahme von Aussen (Elon Wlademier Donald u.A.),Zuviel Einflußnahme von Aussen (Elon Wlademier Donald u.A.),9,59,elaborated,1,2025,male,West Germany,6
gles_mip_v1_0345,3716,3716,pre020s,Menschen fühlen sich nicht mehr sicher,Menschen fühlen sich nicht mehr sicher,6,38,elaborated,1,2025,female,West Germany,4
gles_mip_v1_0346,490,490,pre020s,migration,migration,1,9,single_word,1128,2025,female,West Germany,3
gles_mip_v1_0347,5945,5945,pre020s,Die Zuwanderung,Die Zuwanderung,2,15,short_phrase,5,2025,female,West Germany,8
gles_mip_v1_0348,4819,4819,pre020s,dass die Parteien sich nur noch streiten und  so auf keinen Nenner kommen,dass die Parteien sich nur noch streiten und so auf keinen Nenner kommen,13,72,elaborated,1,2025,female,West Germany,5
gles_mip_v1_0349,1659,1659,pre020s,Komplette Wirtschaft,Komplette Wirtschaft,2,20,short_phrase,1,2025,female,West Germany,Not ratable
gles_mip_v1_0350,2629,2629,pre020s,Soziale Gerechtigkeit,Soziale Gerechtigkeit,2,21,short_phrase,40,2025,female,West Germany,1 left
gles_mip_v1_0351,3385,3385,pre020s,Wirtschaftliche Entwicklung,Wirtschaftliche Entwicklung,2,27,short_phrase,48,2025,female,Unit nonresponse,Unit nonresponse
gles_mip_v1_0352,8976,8976,pre020s,Das Volk für dumm zu verkaufen! (Lügen),Das Volk für dumm zu verkaufen! (Lügen),7,39,elaborated,1,2025,male,West Germany,5
gles_mip_v1_0353,8916,8916,pre020s,bedingungslose hilfe für die ukraine,bedingungslose hilfe für die ukraine,5,36,elaborated,1,2025,male,East Germany,6
gles_mip_v1_0354,8063,8063,pre020s,Das Menschen im eigenen Land mehr Beachtung bekommen,Das Menschen im eigenen Land mehr Beachtung bekommen,8,52,elaborated,1,2025,female,West Germany,10
gles_mip_v1_0355,6039,6039,pre020s,Migration,Migration,1,9,single_word,1128,2025,female,East Germany,4
gles_mip_v1_0356,4452,4452,pre020s,Kosten derzeit zu viel Flüchtlinge wohnung finden,Kosten derzeit zu viel Flüchtlinge wohnung finden,7,49,elaborated,1,2025,male,West Germany,Not ratable
gles_mip_v1_0357,7322,7322,pre020s,Klimawandel,Klimawandel,1,11,single_word,89,2025,male,East Germany,6
gles_mip_v1_0358,4016,4016,pre020s,"Kriminelle und illegale Einwanderer, Energiepolitik","Kriminelle und illegale Einwanderer, Energiepolitik",5,51,elaborated,1,2025,male,West Germany,11 right
gles_mip_v1_0359,680,680,pre020s,Raus aus dem Ukraine-Krieg. Wir stehen vor einem Weltkrieg,Raus aus dem Ukraine-Krieg. Wir stehen vor einem Weltkrieg,10,58,elaborated,1,2025,male,Unit nonresponse,Unit nonresponse
gles_mip_v1_0360,4255,4255,pre020s,Die Politische Probeme sind sehr richtig fuer die Deutschland,Die Politische Probeme sind sehr richtig fuer die Deutschland,9,61,elaborated,1,2025,female,East Germany,1 left
gles_mip_v1_0361,3547,3547,pre020s,Digitalisierung,Digitalisierung,1,15,single_word,1,2025,male,East Germany,3
gles_mip_v1_0362,945,945,pre020s,Der Rechtsruck,Der Rechtsruck,2,14,short_phrase,11,2025,male,West Germany,3
gles_mip_v1_0363,5969,5969,pre020s,"Die freiheitlich, demokratische Grundordnung, die in den letzten 4 Jahren verloren gegangen ist wieder herzustellen. Insbesondere Meinungsfreiheit und Informationsfreiheit sowie die Abschaffung der idiotischen neuen  Sicherheitsgesetze .","Die freiheitlich, demokratische Grundordnung, die in den letzten 4 Jahren verloren gegangen ist wieder herzustellen. Insbesondere Meinungsfreiheit und Informationsfreiheit sowie die Abschaffung der idiotischen neuen Sicherheitsgesetze .",26,236,elaborated,1,2025,male,West Germany,Not ratable
gles_mip_v1_0364,5399,5399,pre020s,Wirtschaft,Wirtschaft,1,10,single_word,1133,2025,male,West Germany,7
gles_mip_v1_0365,3206,3206,pre020s,Wirtschaftliche Lage,Wirtschaftliche Lage,2,20,short_phrase,99,2025,male,West Germany,8
gles_mip_v1_0366,973,973,pre020s,"Falsche Nachricht, Hass und Hetze.","Falsche Nachricht, Hass und Hetze.",5,34,elaborated,1,2025,female,East Germany,2
gles_mip_v1_0367,7339,7339,pre020s,Belastung der Sozialkassen durch Nichtzahler,Belastung der Sozialkassen durch Nichtzahler,5,44,elaborated,1,2025,male,West Germany,2
gles_mip_v1_0368,2227,2227,pre020s,Das nicht alles so teuer ist die Wirtschaft lage,Das nicht alles so teuer ist die Wirtschaft lage,9,48,elaborated,1,2025,female,West Germany,Not ratable
gles_mip_v1_0369,3528,3528,pre020s,Wirtschaft und Soziales,Wirtschaft und Soziales,3,23,short_phrase,2,2025,male,East Germany,5
gles_mip_v1_0370,1215,1215,pre020s,bürgergeld,bürgergeld,1,10,single_word,13,2025,male,West Germany,5
gles_mip_v1_0371,1114,1114,pre020s,Kriminalität,Kriminalität,1,12,single_word,31,2025,female,West Germany,11 right
gles_mip_v1_0372,4487,4487,pre020s,Die Politiker sind nicht fähig etwas zu beschließen es wird immer nur diskutiert,Die Politiker sind nicht fähig etwas zu beschließen es wird immer nur diskutiert,13,80,elaborated,1,2025,female,West Germany,5
gles_mip_v1_0373,3683,3683,pre020s,"Inkompetenz der Poliker was die Themen Wohnen, Abkommen, Arbeitsmoral etc angeht","Inkompetenz der Poliker was die Themen Wohnen, Abkommen, Arbeitsmoral etc angeht",11,80,elaborated,1,2025,female,West Germany,3
gles_mip_v1_0374,2711,2711,pre020s,Bürokratie,Bürokratie,1,10,single_word,30,2025,male,West Germany,7
gles_mip_v1_0375,6831,6831,pre020s,Spritkosten,Spritkosten,1,11,single_word,1,2025,male,East Germany,Not ratable
gles_mip_v1_0376,1429,1429,pre020s,neue Strömungen an den Rändern des demokratischen Spektrums,neue Strömungen an den Rändern des demokratischen Spektrums,8,59,elaborated,1,2025,male,West Germany,4
gles_mip_v1_0377,6925,6925,pre020s,Bessere hilfe für deutschland,Bessere hilfe für deutschland,4,29,short_phrase,1,2025,female,West Germany,6
gles_mip_v1_0378,2110,2110,pre020s,Immigration,Immigration,1,11,single_word,31,2025,male,East Germany,11 right
gles_mip_v1_0379,8309,8309,pre020s,Chaos in der Energiepolitik,Chaos in der Energiepolitik,4,27,short_phrase,1,2025,male,West Germany,7
gles_mip_v1_0380,4261,4261,pre020s,weiß nicht,weiß nicht,2,10,short_phrase,10,2025,male,West Germany,6
gles_mip_v1_0381,936,936,pre020s,Wirtschaft,Wirtschaft,1,10,single_word,1133,2025,male,West Germany,6
gles_mip_v1_0382,6426,6426,pre020s,"die Armut, die straffälligen Ausländer","die Armut, die straffälligen Ausländer",5,38,elaborated,1,2025,female,East Germany,3
gles_mip_v1_0383,1208,1208,pre020s,"Die Politiker reden viel, machen aber nichts","Die Politiker reden viel, machen aber nichts",7,44,elaborated,1,2025,female,West Germany,6
gles_mip_v1_0384,3837,3837,pre020s,Wirtschaftliche Lage,Wirtschaftliche Lage,2,20,short_phrase,99,2025,female,West Germany,3
gles_mip_v1_0385,4871,4871,pre020s,keine Ahnung,keine Ahnung,2,12,short_phrase,6,2025,female,West Germany,No answer
gles_mip_v1_0386,8324,8324,pre020s,Die ganze Politik ist das Problem,Die ganze Politik ist das Problem,6,33,elaborated,1,2025,female,West Germany,9
gles_mip_v1_0387,7331,7331,pre020s,Schere zwischen Arm und Reich,Schere zwischen Arm und Reich,5,29,elaborated,4,2025,male,West Germany,6
gles_mip_v1_0388,1415,1415,pre020s,Steuern runter,Steuern runter,2,14,short_phrase,1,2025,male,Unit nonresponse,Unit nonresponse
gles_mip_v1_0389,8909,8909,pre020s,Steuerbelastung,Steuerbelastung,1,15,single_word,2,2025,female,West Germany,8
gles_mip_v1_0390,2516,2516,pre020s,Die soziale Marktwirtschaft (Gefahr der  Abschaffung ),Die soziale Marktwirtschaft (Gefahr der Abschaffung ),6,53,elaborated,1,2025,male,West Germany,4
gles_mip_v1_0391,1404,1404,pre020s,Verhandlungen mit Tramp,Verhandlungen mit Tramp,3,23,short_phrase,1,2025,male,West Germany,5
gles_mip_v1_0392,6222,6222,pre020s,Klimawandel,Klimawandel,1,11,single_word,89,2025,male,West Germany,5
gles_mip_v1_0393,2805,2805,pre020s,Erstarken der rechten UNDEMOKRATISCHEN Partei AfD,Erstarken der rechten UNDEMOKRATISCHEN Partei AfD,6,49,elaborated,1,2025,female,West Germany,3
gles_mip_v1_0394,4460,4460,pre020s,Hohe Belastungen / Abgaben,Hohe Belastungen / Abgaben,3,26,short_phrase,1,2025,male,East Germany,5
gles_mip_v1_0395,8427,8427,pre020s,Hohe Lebenshaltungskosten,Hohe Lebenshaltungskosten,2,25,short_phrase,3,2025,female,West Germany,11 right
gles_mip_v1_0396,2201,2201,pre020s,"Keine würdige Demokratie , nur Hass und Hetze","Keine würdige Demokratie , nur Hass und Hetze",7,45,elaborated,1,2025,male,Unit nonresponse,Unit nonresponse
gles_mip_v1_0397,2705,2705,pre020s,Inflation,Inflation,1,9,single_word,136,2025,female,East Germany,6
gles_mip_v1_0398,5320,5320,pre020s,"Angst vor Rechtsruck, aufgrund der Aufruhr gegenüber Der Migrationspolitik","Angst vor Rechtsruck, aufgrund der Aufruhr gegenüber Der Migrationspolitik",9,74,elaborated,1,2025,male,Unit nonresponse,Unit nonresponse
gles_mip_v1_0399,1481,1481,pre020s,Die Unehrlichkeit,Die Unehrlichkeit,2,17,short_phrase,1,2025,female,West Germany,11 right
gles_mip_v1_0400,6696,6696,pre020s,Asylpolitik,Asylpolitik,1,11,single_word,143,2025,male,East Germany,6
